ID,DemAffl,Dem Age,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,Target Amt
0035101438,6,56,04,A,M,Scottish,C Scotland,Gold,10000,1,0,0
0035101799,9,68,45,E,F,South West,S West,Tin,0.01,5,0,0
0035101977,5,69,14,B,M,South East,London,Gold,6000,1,0,0
0035103074,4,69,16,C,F,South East,London,Gold,9000,8,0,0
0035103503,10,52,27,D,F,Midlands,East,Tin,0.01,9,0,0
0035104909,9,37,48,F,F,Midlands,East,Silver,100,11,0,0
0035105107,3,53,19,C,M,North,Yorkshire,Gold,12053.34,3,0,0
0035105220,2,34,39,E,M,Midlands,Midlands,Tin,0.01,5,0,0
0035105530,10,29,08,B,M,Midlands,Midlands,Tin,0.01,5,1,1
0035107215,6,70,42,E,M,Scottish,C Scotland,Gold,10000,4,1,1
0035107444,6,58,41,E,U,South East,London,Tin,0.01,5,0,0
0035107860,8,68,16,C,F,North,Yorkshire,Silver,3022.69,4,0,0
0035107959,5,52,04,A,F,South East,London,Silver,4260,1,0,0
0035108564,9,52,19,C,F,Midlands,East,Platinum,110072.44,4,0,0
0035108670,7,68,15,B,F,South West,S West,Gold,17000,19,0,0
0035112030,15,58,44,E,F,North,N West,Tin,0.01,4,0,0
0035114351,,58,01,A,F,South East,London,Gold,6000,5,1,1
0035114718,6,62,10,B,M,South East,London,Gold,6051.01,5,0,0
0035115480,10,47,41,E,F,North,N West,Silver,4000,1,0,0
0035117970,12,53,15,B,F,South West,S West,Silver,3050,8,0,0
0035118276,9,69,02,A,F,South East,London,Gold,10200,8,1,1
0035119060,7,41,15,B,M,Midlands,Midlands,Gold,8105.32,8,0,0
0035121579,6,36,42,E,F,South East,London,Silver,3000,8,0,0
0035121862,11,57,23,C,M,Midlands,Wales & West,Tin,0.01,5,0,0
0035124187,16,46,35,D,F,North,Yorkshire,Tin,0.01,4,1,2
0035125582,,77,49,F,,South West,S West,Silver,5000,12,0,0
0035126201,5,50,01,A,M,South East,London,Silver,600,10,0,0
0035126708,5,47,32,D,F,North,N West,Silver,3000.01,8,1,1
0035127860,,,04,A,,South East,London,Gold,12000,5,0,0
0035128921,17,41,09,B,F,South East,London,Tin,0.01,5,1,1
0035131345,13,48,38,E,F,North,N West,Silver,5000,4,0,0
0035131949,8,57,15,B,F,Midlands,Wales & West,Tin,0.01,9,0,0
0035132384,7,54,06,B,F,South East,S & S East,Gold,6000,4,0,0
0035133305,,54,18,C,M,South East,London,Gold,18500,17,0,0
0035133879,4,61,34,D,F,South East,S & S East,Gold,6000,3,0,0
0035134328,12,,22,C,,North,N East,Silver,2000,4,0,0
0035136770,4,54,51,F,F,Midlands,Midlands,Gold,6000,2,0,0
0035137041,11,61,38,E,F,Midlands,Midlands,Gold,12871.33,8,1,1
0035137327,8,51,35,D,U,North,N East,Silver,500,9,0,0
0035138110,8,77,25,C,U,South East,London,Silver,100,12,0,0
0035139230,4,48,53,F,M,Midlands,East,Tin,0.01,5,0,0
0035140166,8,44,01,A,F,South East,London,Tin,0.01,6,0,0
0035140344,9,,51,F,,Midlands,Wales & West,Tin,0.01,8,0,0
0035141146,5,32,55,U,F,Midlands,Midlands,Silver,1300,1,1,1
0035142100,7,69,25,C,F,South East,London,Gold,10000,5,0,0
0035142347,4,77,27,D,M,North,N West,Gold,6000,2,0,0
0035144196,7,61,53,F,F,Midlands,Midlands,Gold,6000,5,0,0
0035144846,8,47,04,A,F,South East,S & S East,Gold,6000,5,1,2
0035145133,,27,08,B,M,South East,S & S East,Tin,0.01,4,1,1
0035145400,10,78,31,D,M,South East,London,Silver,5000,4,0,0
0035145559,10,58,14,B,F,South East,London,Gold,20000,4,0,0
0035146253,17,47,04,A,F,South East,London,Tin,0.01,9,0,0
0035146849,12,62,10,B,F,South East,London,Gold,6105.32,7,1,1
0035147853,11,63,14,B,F,South East,S & S East,Tin,0.01,8,0,0
0035148051,7,69,52,F,F,North,Yorkshire,Platinum,20600.41,3,0,0
0035148469,6,51,38,E,M,South East,S & S East,Silver,1250,2,0,0
0035149155,9,42,28,D,U,South East,S & S East,Tin,0.01,8,0,0
0035152091,5,59,28,D,F,South East,London,Silver,960,9,0,0
0035152563,11,54,30,D,M,South East,S & S East,Tin,0.01,5,0,0
0035152822,9,53,32,D,U,North,N East,Tin,0.01,8,0,0
0035153195,6,68,19,C,,Midlands,East,Tin,0.01,8,0,0
0035153780,8,57,39,E,F,Midlands,Midlands,Silver,1000,9,0,0
0035154159,8,,23,C,F,Midlands,Midlands,Silver,2000.01,9,0,0
0035154337,6,79,25,C,M,North,N West,Silver,3000,31,0,0
0035157794,5,61,48,F,U,South East,London,Silver,4000,11,0,0
0035161066,8,38,14,B,F,South East,London,Silver,1000,7,1,1
0035161325,12,72,53,F,M,North,N East,Tin,0.01,4,1,1
0035162313,5,64,18,C,U,South East,S & S East,Silver,1000,8,0,0
0035164057,11,61,19,C,F,Midlands,Midlands,Gold,11400,8,0,0
0035165584,9,47,52,F,M,Midlands,Midlands,Tin,0.01,8,1,1
0035165924,8,,53,F,,South East,S & S East,Tin,0.01,7,0,0
0035166793,14,64,01,A,,South East,London,Platinum,68105.32,10,0,0
0035167790,13,37,22,C,F,South East,London,Silver,2974.09,9,0,0
0035168389,7,52,19,C,F,South East,S & S East,Gold,6433.22,3,0,0
0035168508,5,37,,,F,South East,London,Tin,0.01,5,0,0
0035168680,8,53,19,C,F,Midlands,Midlands,Tin,0.01,8,1,1
0035168893,4,37,01,A,F,South East,London,Silver,600,8,1,1
0035169652,5,33,46,F,F,North,Yorkshire,Gold,6000,2,1,1
0035170170,3,47,10,B,F,North,N West,Gold,6000,3,0,0
0035170758,11,67,22,C,F,South East,London,Silver,3000,2,0,0
0035172270,10,50,25,C,F,North,N West,Tin,0.01,5,0,0
0035172475,,59,51,F,M,Midlands,East,Tin,0.01,4,0,0
0035173170,16,48,27,D,U,South East,London,Silver,2000,11,0,0
0035173595,8,68,34,D,U,Midlands,East,Silver,2500,5,0,0
0035174206,10,40,27,D,F,South East,London,Gold,12000,2,0,0
0035174788,12,45,51,F,F,South East,London,Tin,0.01,5,0,0
0035176829,7,34,53,F,M,North,N East,Tin,0.01,7,1,1
0035177566,13,53,52,F,,North,Yorkshire,Gold,6000,3,0,0
0035178384,7,55,22,C,U,North,N West,Platinum,25000,9,0,0
0035179178,6,31,21,C,F,South East,London,Tin,0.01,5,0,0
0035180702,6,55,12,B,M,South East,London,Silver,2000,16,0,0
0035181067,10,51,52,F,F,South East,S & S East,Tin,0.01,5,0,0
0035187588,4,61,27,D,,Scottish,Border,Tin,0.01,8,0,0
0035188037,16,68,25,C,F,Midlands,Wales & West,Silver,2500,5,0,0
0035188177,9,40,14,B,M,South East,S & S East,Gold,6000,1,0,0
0035189181,9,60,44,E,F,Midlands,East,Tin,0.01,10,1,1
0035189424,13,38,32,D,F,South East,London,Silver,0.02,8,1,2
0035189513,10,42,09,B,M,Midlands,Midlands,Silver,2000,5,1,1
0035189742,10,37,47,F,F,Midlands,Midlands,Tin,0.01,8,1,1
0035190368,9,55,44,E,F,North,Yorkshire,Gold,6000,2,0,0
0035190759,6,52,19,C,M,Midlands,Wales & West,Silver,100,11,0,0
0035191151,13,25,41,E,F,Midlands,Midlands,Silver,1000,5,1,1
0035191968,3,61,07,B,F,South East,London,Gold,12160.99,6,0,0
0035193049,7,40,52,F,F,South East,London,Silver,500,9,1,1
0035193820,10,51,43,E,F,South West,S West,Tin,0.01,5,1,2
0035194185,5,61,09,B,F,South East,London,Gold,10000,9,0,0
0035194541,12,69,24,C,F,Midlands,Wales & West,Tin,0.01,8,0,0
0035195530,6,76,04,A,U,South East,London,Gold,6000,2,0,0
0035195580,7,36,24,C,F,Midlands,Wales & West,Tin,0.01,8,1,1
0035197176,13,66,22,C,M,Midlands,Wales & West,Silver,2730,5,1,1
0035197893,5,55,23,C,M,South West,S West,Tin,0.01,5,0,0
0035198547,10,66,12,B,F,South East,London,Gold,9000,5,0,0
0035199055,13,,24,C,F,Scottish,N Scot,Silver,158,2,0,0
0035199284,,57,12,B,F,Midlands,Midlands,Tin,0.01,8,0,0
0035199497,6,50,04,A,,South East,London,Silver,1420,5,0,0
0035199810,6,56,04,A,F,South East,London,Silver,500,11,1,1
0035200312,4,67,28,D,,South East,London,Silver,4000,6,0,0
0035201165,9,39,46,F,M,North,N West,Tin,0.01,5,1,1
0035203389,15,45,12,B,,South East,London,Silver,2000,5,0,0
0035204245,14,63,04,A,,North,N East,Gold,10000,5,0,0
0035205063,8,73,29,D,,South East,London,Gold,6000,1,0,0
0035205683,15,54,04,A,M,South East,London,Tin,0.01,8,0,0
0035207538,15,30,27,D,F,North,N East,Tin,0.01,5,1,1
0035208399,6,45,22,C,F,North,Yorkshire,Silver,4500,3,0,0
0035208950,11,32,41,E,M,Midlands,Midlands,Gold,6107.64,4,0,0
0035210571,13,43,45,E,M,Scottish,N Scot,Silver,2600,8,1,2
0035210784,6,30,49,F,M,Scottish,C Scotland,Silver,600,1,0,0
0035212108,7,69,32,D,F,Scottish,C Scotland,Gold,6053.35,6,0,0
0035212604,9,51,12,B,M,Midlands,Midlands,Gold,6000,1,0,0
0035212990,11,50,53,F,M,North,N West,Gold,6000,2,0,0
0035213430,17,54,51,F,F,Midlands,Wales & West,Tin,0.01,4,1,1
0035213503,7,53,14,B,U,Midlands,East,Gold,6000,2,0,0
0035214763,10,45,38,E,U,Scottish,C Scotland,Tin,0.01,4,0,0
0035215794,8,34,29,D,F,South East,S & S East,Silver,3000,3,1,1
0035215921,10,58,27,D,M,South East,S & S East,Gold,12632.66,4,0,0
0035216375,7,50,49,F,F,South West,S West,Gold,6000,1,0,0
0035217010,,39,30,D,F,South West,S West,Tin,0.01,9,0,0
0035218319,10,38,37,E,F,Midlands,East,Gold,8742.92,1,0,0
0035218904,11,43,53,F,F,Midlands,Midlands,Silver,1375,9,1,1
0035219803,16,38,05,B,F,South East,London,Tin,0.01,6,1,1
0035220097,13,38,19,C,F,South East,London,Tin,0.01,4,1,1
0035220585,5,58,03,A,M,South East,London,Silver,5000,5,0,0
0035221573,12,,51,F,,South East,London,Silver,3200,6,0,0
0035223428,13,28,08,B,F,South East,London,Tin,0.01,7,1,1
0035223819,,77,04,A,F,South East,London,Gold,6053.35,7,0,0
0035227091,,40,32,D,F,South East,London,Tin,0.01,4,1,1
0035228047,7,67,15,B,U,South West,S West,Silver,4500,10,1,1
0035229094,3,41,04,A,M,South East,London,Tin,0.01,8,0,0
0035230360,,39,25,C,F,Midlands,Wales & West,Silver,0.02,9,0,0
0035230475,6,65,23,C,F,,,Gold,6000,1,0,0
0035230769,11,65,28,D,M,Midlands,Midlands,Gold,6000.01,5,1,1
0035234179,11,43,53,F,F,Midlands,East,Gold,6000,2,0,0
0035234330,12,43,14,B,M,Midlands,Midlands,Silver,1090,6,1,1
0035235230,16,33,19,C,F,,,Tin,0.01,8,0,0
0035236708,7,25,34,D,F,Midlands,Wales & West,Silver,1323.32,5,0,0
0035237402,9,59,28,D,F,Midlands,Wales & West,Tin,0.01,5,0,0
0035237526,11,54,49,F,F,South East,London,Gold,16719.81,5,0,0
0035238360,,74,22,C,F,North,N West,Gold,6500,1,1,1
0035240330,12,41,49,F,M,Midlands,Wales & West,Tin,0.01,5,0,0
0035240616,6,79,53,F,F,North,Yorkshire,Tin,0.01,6,0,0
0035240950,,53,10,B,F,South East,London,Platinum,22549.84,3,1,2
0035243445,7,54,27,D,F,South East,London,Gold,6000,2,0,0
0035243526,5,56,32,D,U,Midlands,Midlands,Gold,10000,3,0,0
0035244484,5,50,24,C,F,North,Yorkshire,Tin,0.01,5,0,0
0035247882,11,38,12,B,F,Midlands,East,Tin,0.01,5,0,0
0035251910,7,,09,B,M,South East,London,Gold,12160.99,5,0,0
0035252053,10,60,04,A,M,South East,London,Tin,0.01,9,0,0
0035252657,8,57,17,C,F,Midlands,East,Silver,4000,5,0,0
0035254129,16,68,28,D,M,Midlands,Wales & West,Silver,250,1,0,0
0035254978,15,78,10,B,F,Scottish,C Scotland,Silver,4884.25,18,0,0
0035255311,9,25,,,F,Midlands,Ulster,Silver,1000,,1,1
0035255575,5,74,35,D,,Midlands,East,Gold,6000,3,0,0
0035255788,11,59,49,F,F,South East,S & S East,Silver,500,9,0,0
0035256334,9,40,27,D,F,Midlands,East,Tin,0.01,4,0,0
0035256393,15,62,12,B,F,South East,S & S East,Gold,6105.32,7,1,1
0035256962,11,54,49,F,F,South West,S West,Silver,3000,7,0,0
0035257624,11,57,17,C,F,South East,London,Silver,3000,4,0,0
0035258485,5,48,17,C,M,North,N West,Silver,5000,4,0,0
0035258817,10,62,40,E,M,North,Yorkshire,Silver,3000,10,0,0
0035259805,8,69,34,D,M,Scottish,C Scotland,Silver,5000,2,0,0
0035260099,8,60,01,A,M,South East,London,Gold,11160,19,0,0
0035260528,9,71,32,D,U,Midlands,Wales & West,Silver,5000,2,0,0
0035261397,6,,27,D,M,South East,London,Gold,6500,8,0,0
0035263950,12,34,24,C,F,Midlands,Midlands,Tin,0.01,5,1,1
0035264663,12,30,50,F,M,South West,S West,Tin,0.01,5,1,1
0035266402,5,33,50,F,M,Scottish,C Scotland,Silver,3000,1,0,0
0035267018,6,48,51,F,,Midlands,Midlands,Silver,50,11,0,0
0035267654,10,71,,,F,South East,London,Gold,6105.32,8,0,0
0035267875,11,28,38,E,F,Midlands,Wales & West,Tin,0.01,6,1,1
0035268367,6,54,44,E,M,South East,London,Silver,4000,3,0,0
0035268901,8,58,51,F,U,North,N West,Platinum,50000,16,0,0
0035269983,11,34,51,F,F,Midlands,Midlands,Gold,5500,5,1,1
0035272445,11,43,04,A,F,Midlands,Midlands,Silver,2500,1,1,1
0035273387,8,64,19,C,F,South East,London,Gold,8600,8,1,1
0035274421,4,53,19,C,M,Midlands,East,Silver,3000,6,1,1
0035276645,7,40,22,C,M,South East,London,Gold,5035.1,7,0,0
0035276807,9,75,02,A,F,North,N West,Platinum,27091.71,4,0,0
0035277099,13,69,25,C,F,South East,London,Platinum,33000,30,1,1
0035279636,5,58,02,A,,North,N West,Silver,2000,5,0,0
0035281746,4,55,14,B,F,Midlands,Wales & West,Tin,0.01,7,0,0
0035283854,6,42,34,D,F,South East,S & S East,Tin,0.01,8,0,0
0035284680,7,67,51,F,M,South East,S & S East,Gold,12105.32,7,0,0
0035287884,13,38,43,E,M,South East,S & S East,Silver,1300,12,1,1
0035288988,4,45,,,F,Midlands,Ulster,Gold,13500,6,0,0
0035289887,15,53,27,D,F,Midlands,Wales & West,Tin,0.01,15,0,0
0035291040,8,61,04,A,F,North,N East,Silver,3000,2,1,1
0035291067,7,74,28,D,M,South East,London,Gold,6000,8,0,0
0035292586,7,60,41,E,F,South East,London,Silver,3000,8,0,0
0035292691,9,41,34,D,F,North,N West,Tin,0.01,4,0,0
0035293183,,63,27,D,F,South East,S & S East,Tin,0.01,9,0,0
0035293469,2,66,16,C,F,South East,S & S East,Gold,18106.7,9,0,0
0035293906,9,32,,,F,Midlands,Midlands,Silver,100,10,1,1
0035293990,5,42,52,F,M,North,N West,Silver,1200,10,0,0
0035294465,7,61,37,E,F,North,Yorkshire,Gold,6000,2,0,0
0035294678,7,51,52,F,F,Midlands,East,Tin,0.01,5,0,0
0035294767,11,36,32,D,F,North,Yorkshire,Platinum,40000,4,0,0
0035296263,14,67,48,F,M,South East,London,Silver,3000,7,1,1
0035299653,8,70,14,B,,,,Gold,6000,15,0,0
0035300830,11,52,35,D,,South East,London,Gold,12000,4,0,0
0035301607,10,61,14,B,F,South East,London,Silver,3000,3,0,0
0035302794,8,75,18,C,,North,N West,Gold,6000,36,0,0
0035306048,9,42,52,F,,Scottish,C Scotland,Tin,0.01,4,0,0
0035306552,13,,37,E,F,North,Yorkshire,Gold,8975.83,20,0,0
0035306820,8,54,04,A,M,South East,S & S East,Gold,12222.49,2,0,0
0035307095,12,47,02,A,M,South East,London,Silver,1500,5,0,0
0035307273,9,70,12,B,F,North,N West,Gold,12000,8,0,0
0035308482,15,37,,,F,South West,S West,Tin,0.01,8,1,1
0035308628,8,40,49,F,M,Midlands,Wales & West,Tin,0.01,5,0,0
0035308830,5,74,30,D,U,South East,London,Silver,3000,7,0,0
0035309853,,45,27,D,,Midlands,East,Silver,1100,2,0,0
0035311017,8,60,31,D,F,Midlands,Midlands,Tin,0.01,5,1,1
0035314849,8,41,04,A,F,North,Yorkshire,Gold,12106.69,4,1,1
0035316205,7,24,32,D,,South East,London,Silver,10,7,0,0
0035316361,7,55,16,C,F,North,N East,Silver,500,8,0,0
0035317236,5,50,35,D,M,Midlands,Midlands,Gold,6000,5,0,0
0035318496,11,29,52,F,F,Scottish,C Scotland,Silver,1000,1,1,1
0035319468,7,57,25,C,F,South East,S & S East,Gold,9053.35,11,0,0
0035320369,20,33,14,B,F,South East,S & S East,Silver,50,11,1,3
0035320601,5,50,34,D,F,Midlands,East,Tin,0.01,5,0,0
0035321217,6,57,08,B,M,Midlands,East,Silver,2954.06,1,0,0
0035321772,7,75,23,C,,South East,S & S East,Gold,6000,2,0,0
0035322116,14,65,18,C,M,North,Yorkshire,Gold,8000,1,0,0
0035323929,6,71,08,B,F,South East,S & S East,Gold,6107.64,5,0,0
0035324240,4,49,24,C,M,South East,London,Gold,10000,6,0,0
0035326057,6,56,48,F,F,South East,London,Gold,6000,2,1,1
0035328122,9,55,27,D,M,Midlands,East,Silver,1000,5,0,0
0035328726,15,57,37,E,F,North,Yorkshire,Silver,1000,5,0,0
0035328777,7,57,30,D,M,South East,S & S East,Silver,1000,8,0,0
0035330984,8,31,32,D,U,Midlands,East,Gold,6000,1,0,0
0035331000,4,53,37,E,M,Midlands,Midlands,Gold,5300,9,0,0
0035331115,10,47,34,D,F,North,N East,Tin,0.01,10,0,0
0035331964,3,34,52,F,F,North,N West,Silver,300,9,0,0
0035333576,11,28,52,F,M,Midlands,Midlands,Tin,0.01,5,0,0
0035333673,11,43,34,D,M,Midlands,Midlands,Tin,0.01,8,0,0
0035334076,9,,12,B,F,North,N West,Tin,0.01,4,0,0
0035334467,7,54,12,B,,Midlands,Wales & West,Gold,6000,2,0,0
0035335668,4,37,23,C,F,South East,S & S East,Silver,1000,12,0,0
0035336524,9,45,41,E,F,South East,London,Silver,500,11,0,0
0035336540,15,56,12,B,M,North,Yorkshire,Gold,6000,5,0,0
0035337679,8,75,25,C,M,North,Yorkshire,Gold,12000,4,0,0
0035338039,10,60,08,B,M,Midlands,Midlands,Silver,5000,3,0,0
0035338942,10,47,,,F,Midlands,Ulster,Tin,0.01,4,0,0
0035339361,9,67,22,C,F,South East,London,Gold,6053.35,6,0,0
0035340190,10,58,01,A,U,North,N East,Silver,1000,8,0,0
0035340831,7,61,35,D,M,Midlands,Midlands,Gold,13000,6,0,0
0035341412,14,,20,C,F,South East,London,Gold,12000,2,1,1
0035341676,6,,44,E,F,South West,S West,Tin,0.01,4,0,0
0035342656,13,65,45,E,F,Scottish,N Scot,Tin,0.01,21,0,0
0035344683,12,71,,,F,South East,London,Gold,6053.35,7,1,1
0035345744,6,60,10,B,M,North,N East,Tin,0.01,5,0,0
0035346074,8,68,52,F,F,Midlands,Midlands,Gold,6026.67,15,1,1
0035346511,11,75,01,A,M,Midlands,Midlands,Gold,6000,5,0,0
0035347151,11,73,33,D,F,North,Yorkshire,Gold,20000,15,0,0
0035349340,4,71,19,C,M,North,N West,Platinum,20317.93,3,0,0
0035349391,6,57,,,M,Midlands,Wales & West,Gold,16106.7,7,0,0
0035349502,6,30,53,F,F,South East,London,Tin,0.01,4,0,0
0035349863,10,54,02,A,M,South East,London,Platinum,23032,3,0,0
0035350268,3,67,17,C,F,Scottish,C Scotland,Silver,3000,5,0,0
0035350357,6,45,36,E,F,South East,S & S East,Tin,0.01,4,0,0
0035350691,7,63,30,D,M,South East,London,Platinum,61152.32,7,0,0
0035351280,8,,20,C,F,South East,London,Silver,1200.01,7,1,1
0035352376,15,38,32,D,M,Midlands,Midlands,Tin,0.01,4,0,0
0035352740,8,60,09,B,,South East,London,Silver,2000,1,0,0
0035353070,12,76,37,E,F,North,N West,Platinum,20395.07,3,0,0
0035353348,,48,20,C,F,South East,S & S East,Tin,0.01,5,1,1
0035355367,1,63,52,F,M,South East,London,Gold,7135.89,14,0,0
0035355537,,63,41,E,,Midlands,Wales & West,Silver,3000,5,0,0
0035356525,,64,12,B,U,Midlands,Midlands,Silver,1500,5,0,0
0035356754,11,,05,B,F,South East,S & S East,Silver,1000,5,0,0
0035357106,4,68,47,F,F,Midlands,Midlands,Tin,0.01,8,0,0
0035357165,8,73,37,E,,North,Yorkshire,Silver,60.01,10,0,0
0035357599,9,55,14,B,U,South East,London,Gold,9800,5,0,0
0035357939,9,65,10,B,F,Midlands,Midlands,Gold,6000,2,1,1
0035358811,9,42,51,F,F,South East,London,Silver,50,7,0,0
0035358919,,62,17,C,F,South East,S & S East,Gold,9600,8,1,1
0035359648,12,73,45,E,F,Scottish,N Scot,Gold,6053.35,7,1,1
0035359826,8,68,08,B,,South East,London,Gold,6000,2,0,0
0035360018,,60,01,A,F,Midlands,Midlands,Tin,0.01,26,0,0
0035363106,4,71,08,B,,,,Silver,500,17,0,0
0035365192,8,78,25,C,F,Midlands,Wales & West,Gold,7950,21,0,0
0035366393,9,74,10,B,U,North,Yorkshire,Tin,0.01,8,0,0
0035367233,7,43,25,C,,South East,London,Silver,3053.83,3,0,0
0035369627,9,32,18,C,F,South East,S & S East,Tin,0.01,5,1,1
0035371656,9,70,43,E,F,North,N West,Gold,6000,2,1,1
0035371990,13,54,15,B,F,Scottish,Border,Silver,600,,1,1
0035372130,10,53,05,B,M,South East,London,Gold,18000,4,0,0
0035372440,9,78,10,B,M,South East,London,Silver,4000,6,0,0
0035373772,,38,20,C,F,South East,London,Gold,6000.01,9,1,1
0035375732,17,52,33,D,F,Midlands,Midlands,Tin,0.01,5,0,0
0035376259,,64,19,C,U,Midlands,Wales & West,Platinum,24266.31,16,0,0
0035376585,7,28,52,F,F,South East,London,Silver,420,1,0,0
0035377611,6,54,29,D,M,South East,London,Silver,0.02,5,0,0
0035379754,15,35,29,D,F,South East,London,Gold,7200,9,1,2
0035383026,8,57,32,D,M,Midlands,East,Tin,0.01,10,1,1
0035384405,12,60,19,C,U,Midlands,Wales & West,Silver,420,7,1,1
0035385150,,59,16,C,F,Midlands,Wales & West,Tin,0.01,5,0,0
0035385789,14,67,14,B,F,,,Gold,20000,14,0,0
0035387080,6,52,52,F,M,North,N West,Silver,50.02,8,0,0
0035387684,7,42,19,C,F,South East,London,Tin,0.01,7,0,0
0035388133,8,63,30,D,F,Midlands,East,Silver,1500,11,0,0
0035389229,,41,14,B,F,South East,S & S East,Tin,0.01,8,0,0
0035391304,3,37,14,B,,South East,London,Tin,0.01,5,0,0
0035392416,12,64,13,B,,South East,London,Silver,600,12,1,1
0035397850,,53,14,B,F,Midlands,Midlands,Gold,6762.98,29,0,0
0035399291,11,59,19,C,,South East,S & S East,Gold,6000,5,0,0
0035401156,8,48,,,M,South East,London,Gold,10000,11,0,0
0035401474,8,46,47,F,U,North,N East,Tin,0.01,5,0,0
0035402004,12,45,53,F,M,South East,London,Silver,4250,11,0,0
0035403183,10,58,04,A,F,South East,London,Gold,13000,6,0,0
0035403795,6,73,51,F,M,,,Gold,12500,12,0,0
0035407812,7,70,02,A,M,South East,S & S East,Gold,9580,4,0,0
0035408215,16,71,27,D,M,North,N West,Gold,12000,25,0,0
0035408452,13,34,51,F,M,Midlands,Wales & West,Tin,0.01,8,1,3
0035408762,11,36,52,F,,South East,S & S East,Tin,0.01,8,0,0
0035411712,9,28,34,D,F,,,Silver,3500,4,1,1
0035416528,4,49,44,E,F,Midlands,East,Tin,0.01,7,0,0
0035417125,8,50,32,D,F,North,N West,Silver,5000,1,0,0
0035417346,12,74,51,F,,South East,S & S East,Silver,3000,5,0,0
0035419047,7,59,22,C,M,South East,London,Silver,5000,13,0,0
0035420207,10,66,19,C,F,North,Yorkshire,Silver,4000,2,0,0
0035422544,11,37,28,D,F,South East,S & S East,Silver,0.02,8,1,2
0035423427,9,76,33,D,M,South East,London,Gold,10000,4,0,0
0035427554,9,62,12,B,M,North,Yorkshire,Silver,3025,3,0,0
0035429328,9,28,48,F,,South East,London,Tin,0.01,5,0,0
0035429409,11,61,49,F,F,Midlands,East,Tin,0.01,5,0,0
0035432892,9,53,33,D,F,Midlands,East,Gold,6000,1,1,1
0035433180,11,61,25,C,F,South East,London,Silver,5000,1,0,0
0035434313,7,45,34,D,M,Midlands,Midlands,Silver,2400,1,0,0
0035435972,8,60,13,B,U,South East,London,Platinum,25000,4,0,0
0035438874,3,49,25,C,,South East,London,Gold,6053.35,7,0,0
0035439560,16,30,21,C,F,South East,London,Silver,1600,4,1,1
0035442421,15,36,29,D,F,South East,London,Silver,3000,4,1,1
0035443509,5,56,06,B,,South East,S & S East,Tin,0.01,7,0,0
0035450670,,55,10,B,F,North,N West,Gold,6053.35,5,0,0
0035451269,0,64,18,C,,Midlands,Midlands,Gold,6053.35,6,0,0
0035452435,3,,46,F,F,South East,S & S East,Gold,6053.35,5,0,0
0035455310,9,56,47,F,U,Midlands,East,Silver,1900,4,0,0
0035455914,6,68,30,D,F,Midlands,East,Gold,6053.35,6,1,1
0035456236,7,71,11,B,F,South West,S West,Gold,10000,6,0,0
0035460098,,42,03,A,M,Midlands,Wales & West,Gold,12034.35,7,1,1
0035461620,5,41,31,D,F,Midlands,Wales & West,Gold,5300,5,0,0
0035470778,10,40,53,F,F,South East,London,Silver,540,4,0,0
0035472436,7,79,38,E,,Midlands,Wales & West,Gold,6000,2,0,0
0035472690,13,71,27,D,F,North,Yorkshire,Gold,12000,2,0,0
0035476954,5,77,09,B,M,Midlands,Midlands,Silver,3640.57,24,1,1
0035476970,9,59,14,B,F,,,Silver,3000,8,0,0
0035477284,4,76,05,B,M,South East,London,Gold,12000,2,0,0
0035477411,9,57,35,D,F,North,N East,Silver,2000,1,1,2
0035478035,,56,38,E,M,North,N East,Silver,1000,10,0,0
0035478418,11,68,18,C,F,North,N West,Tin,0.01,8,0,0
0035479708,9,,25,C,,Midlands,East,Gold,6000,2,0,0
0035480218,13,70,05,B,F,South East,London,Gold,12053.35,6,1,1
0035481419,,61,44,E,F,Midlands,Midlands,Tin,0.01,9,1,1
0035483675,8,,37,E,M,Midlands,Wales & West,Silver,2500,5,0,0
0035485031,14,42,33,D,F,Midlands,East,Silver,840,1,1,2
0035485791,,42,13,B,M,South East,London,Silver,75,5,1,2
0035486763,8,61,28,D,F,Midlands,Midlands,Silver,50,7,0,0
0035488677,7,29,25,C,M,North,N East,Gold,6107.64,6,1,1
0035491279,9,63,15,B,F,South West,S West,Gold,6000,3,0,0
0035494812,,61,12,B,F,South East,S & S East,Silver,600,8,0,0
0035495819,10,51,07,B,U,South East,London,Tin,0.01,5,0,0
0035496173,12,66,12,B,F,Scottish,C Scotland,Gold,6053.35,5,0,0
0035496319,9,48,21,C,M,South East,London,Gold,6053.34,4,0,0
0035496580,8,56,27,D,M,North,N East,Gold,6000,13,0,0
0035496904,17,76,10,B,F,,,Gold,6000,1,0,0
0035497048,,51,41,E,F,Midlands,Wales & West,Silver,1500,9,1,2
0035498303,12,70,06,B,F,South East,S & S East,Silver,4884.25,8,0,0
0035498915,10,68,23,C,,South East,S & S East,Gold,18000,8,0,0
0035500090,8,67,20,C,F,South East,London,Silver,3052.66,25,0,0
0035500170,4,,23,C,U,South East,London,Silver,3287.08,1,0,0
0035500790,7,72,16,C,F,Midlands,Midlands,Gold,6000,2,0,0
0035501509,5,50,20,C,F,South East,London,Silver,3000,2,0,0
0035501851,11,,08,B,,Midlands,East,Gold,15000,4,0,0
