TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS,GB,_freq_
H,0,2,53,264.00,999.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,1,2,1.00,1400.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,4,6,40,84.00,192.00,2.00,2.00,1.00,4000.00,0.00,V,1.00,1.00,4,2,1.00,1900.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,2,4,35,30.00,12.00,2.00,2.00,1.00,3300.00,0.00,V,1.00,1.00,2,5,1.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,23,30.00,24.00,2.00,2.00,0.00,2500.00,0.00,V,1.00,1.00,3,2,1.00,1100.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,0,1,24,120.00,84.00,2.00,1.00,1.00,2200.00,0.00,U,1.00,1.00,2,4,1.00,1400.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards,1,1
H,0,1,24,264.00,72.00,2.00,1.00,1.00,2200.00,0.00,U,1.00,1.00,1,4,1.00,1600.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,0,1,20,144.00,27.00,2.00,2.00,1.00,1000.00,0.00,U,3.00,1.00,0,5,1.00,1000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
R,2,3,44,42.00,24.00,2.00,2.00,1.00,4000.00,1.00,G,1.00,1.00,1,5,1.00,3000.00,"Radio, TV, Hifi",,German,Self-employed pe,Car,Cheque card,1,1
H,0,1,31,999.00,192.00,2.00,2.00,1.00,2000.00,0.00,U,1.00,1.00,1,7,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,1,25,60.00,33.00,2.00,2.00,1.00,1800.00,0.00,U,3.00,1.00,0,2,1.00,1700.00,"Radio, TV, Hifi",Lease,Greek,Others,Without Vehicle,no credit cards,0,30
H,1,3,24,9.00,21.00,2.00,2.00,0.00,5000.00,0.00,V,1.00,1.00,1,8,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,2,59,18.00,66.00,2.00,2.00,1.00,1600.00,0.00,V,1.00,1.00,1,2,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
H,1,3,50,60.00,84.00,2.00,2.00,0.00,4000.00,0.00,V,1.00,1.00,1,2,1.00,800.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards,0,30
H,2,4,41,168.00,72.00,2.00,2.00,1.00,4000.00,0.00,V,1.00,1.00,3,7,1.00,900.00,Cars,Lease,German,Others,Car,no credit cards,0,30
H,1,3,27,42.00,15.00,2.00,2.00,1.00,2300.00,0.00,V,1.00,1.00,3,7,1.00,600.00,Leisure,Lease,Italian,Others,Car,no credit cards,1,1
R,0,1,23,30.00,9.00,1.00,2.00,0.00,0.00,1.00,U,1.00,1.00,2,2,1.00,1000.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,Cheque card,0,30
H,0,1,39,312.00,27.00,2.00,2.00,0.00,1500.00,0.00,U,1.00,1.00,1,6,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,2,35,3.00,120.00,2.00,2.00,1.00,2600.00,0.00,V,1.00,1.00,1,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards,0,30
H,2,4,34,96.00,144.00,2.00,2.00,1.00,3200.00,0.00,V,3.00,1.00,0,8,1.00,500.00,"Radio, TV, Hifi",Lease,Italian,Others,Car,no credit cards,0,30
H,0,1,29,48.00,15.00,2.00,2.00,0.00,3000.00,0.00,U,1.00,1.00,1,5,1.00,700.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Without Vehicle,no credit cards,0,30
H,0,1,25,6.00,12.00,2.00,2.00,0.00,2100.00,0.00,U,3.00,1.00,0,4,1.00,1600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,1,25,12.00,15.00,2.00,2.00,1.00,1800.00,0.00,U,1.00,1.00,2,5,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,1,58,999.00,96.00,2.00,2.00,1.00,2400.00,0.00,W,1.00,1.00,3,4,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,2,4,28,42.00,39.00,2.00,2.00,1.00,2500.00,0.00,V,3.00,1.00,0,4,1.00,600.00,Leisure,Lease,German,Others,Car,no credit cards,0,30
H,2,4,28,3.00,3.00,2.00,2.00,1.00,2900.00,0.00,V,1.00,1.00,2,3,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,4,24,96.00,36.00,2.00,2.00,1.00,5000.00,0.00,V,1.00,1.00,3,6,1.00,2500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
R,0,1,31,144.00,144.00,2.00,1.00,1.00,0.00,1.00,U,1.00,1.00,2,0,0.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card,0,30
H,0,1,41,72.00,36.00,2.00,2.00,1.00,5000.00,0.00,G,1.00,1.00,4,5,1.00,1800.00,"Radio, TV, Hifi",,German,Self-employed pe,Car,Mastercard/Euroc,0,30
R,1,2,39,18.00,18.00,2.00,2.00,0.00,0.00,1.00,G,1.00,1.00,3,2,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
R,0,1,26,3.00,21.00,2.00,2.00,1.00,0.00,1.00,U,3.00,1.00,0,2,1.00,700.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,1,3,26,6.00,84.00,2.00,2.00,1.00,2400.00,0.00,V,1.00,1.00,2,4,1.00,1000.00,Cars,Lease,Greek,Others,Car,no credit cards,1,1
H,0,1,21,12.00,9.00,2.00,2.00,1.00,2000.00,0.00,U,1.00,1.00,1,4,1.00,900.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,0,30
H,1,2,27,336.00,42.00,2.00,1.00,1.00,2200.00,0.00,U,1.00,1.00,2,3,1.00,1000.00,"Dept. Store,Mail",,German,Others,Car,no credit cards,1,1
H,0,1,27,18.00,96.00,2.00,2.00,1.00,2000.00,0.00,U,1.00,1.00,2,3,1.00,1000.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,0,30
H,0,1,26,9.00,48.00,2.00,2.00,1.00,3500.00,0.00,U,1.00,1.00,3,3,1.00,900.00,"Radio, TV, Hifi",Lease,Other European,Others,Car,no credit cards,1,1
H,0,1,24,12.00,9.00,1.00,2.00,0.00,1700.00,0.00,U,3.00,1.00,0,4,1.00,1000.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards,0,30
H,0,1,23,9.00,60.00,2.00,2.00,1.00,0.00,1.00,U,1.00,1.00,2,0,0.00,1600.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card,1,1
H,4,6,40,21.00,288.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,4,7,1.00,1300.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,Cheque card,0,30
H,0,2,30,54.00,96.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,1900.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,3,34,6.00,12.00,2.00,1.00,0.00,3000.00,0.00,U,1.00,1.00,1,4,1.00,700.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,2,4,27,36.00,54.00,2.00,2.00,1.00,2800.00,0.00,V,1.00,1.00,1,3,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,3,26,18.00,21.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,3,2,1.00,900.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Car,Cheque card,0,30
H,0,1,19,240.00,9.00,2.00,2.00,1.00,1500.00,0.00,U,1.00,1.00,2,3,1.00,900.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
R,0,2,44,30.00,15.00,2.00,2.00,1.00,1500.00,0.00,V,3.00,1.00,0,7,1.00,1300.00,Leisure,Lease,German,Others,Car,no credit cards,0,30
H,0,1,27,3.00,84.00,2.00,2.00,1.00,2500.00,1.00,U,1.00,1.00,5,2,1.00,1300.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,Cheque card,0,30
H,2,4,30,60.00,60.00,2.00,2.00,1.00,4000.00,0.00,V,3.00,1.00,0,3,1.00,5000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,1,22,54.00,39.00,2.00,2.00,0.00,2900.00,0.00,U,1.00,1.00,2,0,0.00,900.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,1,1
H,1,3,43,144.00,12.00,2.00,2.00,1.00,5000.00,0.00,V,1.00,1.00,3,4,1.00,3000.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,1,1
H,0,2,31,21.00,108.00,2.00,2.00,1.00,3400.00,1.00,V,1.00,1.00,2,4,1.00,2500.00,"Furniture,Carpet",,German,"Civil Service, M",Car,Cheque card,1,1
H,1,3,26,42.00,39.00,2.00,2.00,1.00,2500.00,0.00,V,1.00,1.00,1,5,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,1,2,29,3.00,6.00,2.00,2.00,0.00,1700.00,0.00,T,1.00,1.00,1,4,1.00,600.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,0,30
H,0,1,26,9.00,72.00,2.00,2.00,1.00,2500.00,0.00,U,1.00,1.00,1,5,1.00,500.00,"Radio, TV, Hifi",,Italian,Others,Car,no credit cards,0,30
H,0,2,20,108.00,6.00,2.00,2.00,1.00,2400.00,0.00,V,1.00,1.00,1,6,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,2,34,192.00,84.00,2.00,2.00,0.00,1800.00,0.00,V,3.00,1.00,0,4,1.00,7000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,4,35,84.00,96.00,2.00,2.00,1.00,4000.00,0.00,V,1.00,1.00,2,3,1.00,1200.00,"Furniture,Carpet",Owner,German,Others,Car,no credit cards,0,30
R,0,1,26,312.00,6.00,2.00,2.00,1.00,1700.00,0.00,U,1.00,1.00,2,3,1.00,1100.00,"Dept. Store,Mail",,German,Others,Car,no credit cards,1,1
H,3,5,40,66.00,54.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,3,4,1.00,800.00,Leisure,Lease,German,Others,Car,no credit cards,1,1
H,1,3,39,21.00,120.00,2.00,1.00,1.00,3500.00,0.00,V,1.00,1.00,3,3,1.00,600.00,Cars,Lease,Others,Others,Car,no credit cards,1,1
H,0,1,19,120.00,3.00,2.00,2.00,0.00,1000.00,0.00,U,1.00,1.00,1,6,1.00,700.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,0,30
H,0,2,54,288.00,120.00,2.00,2.00,0.00,1600.00,0.00,V,1.00,1.00,1,4,1.00,7000.00,"Furniture,Carpet",Lease,Turkish,Pensioner,Without Vehicle,no credit cards,0,30
R,1,2,43,168.00,30.00,2.00,2.00,1.00,3000.00,0.00,G,1.00,1.00,1,2,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards,0,30
H,2,4,28,18.00,48.00,2.00,2.00,1.00,3300.00,0.00,V,3.00,1.00,0,2,1.00,800.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,no credit cards,0,30
H,1,3,27,9.00,18.00,1.00,1.00,1.00,1900.00,0.00,V,1.00,1.00,1,4,1.00,500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
H,3,5,32,3.00,144.00,2.00,2.00,1.00,4000.00,0.00,V,3.00,1.00,0,7,1.00,2000.00,"Radio, TV, Hifi",Owner,German,Others,Car,no credit cards,0,30
R,0,2,20,3.00,15.00,2.00,1.00,0.00,1900.00,0.00,V,1.00,1.00,1,4,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,1,2,29,72.00,84.00,2.00,1.00,0.00,2300.00,0.00,U,1.00,1.00,1,4,1.00,1900.00,"Dept. Store,Mail",,Turkish,Others,Car,no credit cards,1,1
H,0,1,19,15.00,15.00,2.00,2.00,1.00,2500.00,0.00,U,1.00,1.00,1,5,1.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,1,45,30.00,168.00,2.00,2.00,1.00,2500.00,0.00,U,1.00,1.00,1,2,1.00,1200.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,2,24,6.00,45.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,6,5,1.00,700.00,"Radio, TV, Hifi",,Others,Others,Car,Cheque card,1,1
H,1,3,25,6.00,18.00,1.00,1.00,1.00,2200.00,0.00,V,1.00,1.00,3,7,1.00,900.00,"Radio, TV, Hifi",Lease,Turkish,"Food,Building,Ca",Car,no credit cards,1,1
H,0,1,24,3.00,18.00,1.00,2.00,1.00,0.00,1.00,U,1.00,1.00,1,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,0,1,66,66.00,84.00,2.00,2.00,1.00,2300.00,0.00,G,1.00,1.00,3,3,1.00,900.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards,1,1
H,0,2,58,144.00,336.00,2.00,2.00,1.00,2500.00,0.00,V,1.00,1.00,0,7,1.00,1700.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards,0,30
H,4,6,47,54.00,240.00,2.00,2.00,1.00,3300.00,0.00,V,1.00,1.00,1,5,1.00,500.00,"Radio, TV, Hifi",Lease,Others,"Food,Building,Ca",Car,no credit cards,0,30
H,0,2,28,42.00,33.00,2.00,2.00,1.00,5000.00,0.00,V,1.00,1.00,7,4,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,Mastercard/Euroc,0,30
H,5,7,26,96.00,39.00,2.00,1.00,1.00,2300.00,0.00,V,2.00,1.00,3,2,1.00,1400.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
R,0,1,31,66.00,6.00,2.00,2.00,1.00,2400.00,0.00,G,1.00,1.00,1,4,1.00,1300.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards,0,30
H,0,1,26,192.00,6.00,2.00,2.00,1.00,2500.00,0.00,U,1.00,1.00,1,4,1.00,1600.00,"Radio, TV, Hifi",Lease,German,"State,Steel Ind,",Car,no credit cards,1,1
H,0,1,22,66.00,3.00,2.00,2.00,1.00,1800.00,0.00,U,1.00,1.00,3,8,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,1,1
H,0,2,59,168.00,288.00,2.00,2.00,1.00,3500.00,0.00,V,1.00,1.00,1,5,1.00,100000.0,Cars,Lease,German,Others,Car,no credit cards,0,30
H,0,2,47,168.00,144.00,2.00,2.00,1.00,4000.00,0.00,V,3.00,1.00,0,3,1.00,500.00,"Dept. Store,Mail",,German,"Food,Building,Ca",Car,no credit cards,1,1
H,2,4,37,24.00,6.00,2.00,1.00,1.00,3500.00,0.00,V,1.00,1.00,3,3,1.00,700.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,0,30
H,3,5,36,30.00,30.00,2.00,1.00,1.00,2700.00,0.00,V,1.00,1.00,2,4,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards,1,1
R,2,3,37,36.00,48.00,2.00,2.00,1.00,1500.00,0.00,G,1.00,1.00,2,3,1.00,1200.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards,0,30
H,2,3,31,30.00,9.00,1.00,2.00,1.00,2200.00,0.00,U,1.00,1.00,3,5,1.00,1500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,21,144.00,66.00,2.00,2.00,1.00,2000.00,0.00,U,1.00,1.00,1,7,1.00,1700.00,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards,1,1
R,0,1,63,240.00,120.00,2.00,2.00,1.00,1800.00,0.00,U,3.00,1.00,0,2,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Pensioner,Without Vehicle,no credit cards,1,1
H,4,6,31,42.00,54.00,2.00,2.00,1.00,2500.00,0.00,V,1.00,1.00,2,2,1.00,5000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,0,30
H,0,1,22,288.00,27.00,2.00,1.00,1.00,1500.00,0.00,U,1.00,1.00,5,6,1.00,1500.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,0,2,49,192.00,288.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,3,3,1.00,1300.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
H,2,4,27,84.00,144.00,2.00,2.00,1.00,2000.00,0.00,V,1.00,1.00,4,4,1.00,2000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,1,26,21.00,27.00,2.00,2.00,0.00,2500.00,0.00,U,1.00,1.00,1,2,1.00,7000.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards,1,1
H,0,1,25,30.00,18.00,2.00,2.00,1.00,2300.00,0.00,U,1.00,1.00,2,3,1.00,9000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,0,2,23,3.00,3.00,2.00,2.00,1.00,2800.00,0.00,V,1.00,1.00,1,2,1.00,1700.00,"Dept. Store,Mail",Lease,German,Military Service,Car,no credit cards,1,1
H,0,1,22,9.00,9.00,2.00,1.00,0.00,0.00,1.00,U,1.00,1.00,1,5,1.00,1400.00,Cars,Lease,German,Others,Car,Cheque card,1,1
R,0,1,49,192.00,168.00,2.00,2.00,1.00,2200.00,0.00,G,1.00,1.00,2,2,1.00,5000.00,"Radio, TV, Hifi",Lease,Turkish,"Civil Service, M",Car,no credit cards,1,1
R,1,3,45,240.00,39.00,2.00,2.00,1.00,1500.00,0.00,V,3.00,1.00,0,2,1.00,1200.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards,0,30
H,2,4,31,60.00,9.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,2000.00,Leisure,Lease,German,Others,Car,no credit cards,0,30
H,2,4,31,60.00,45.00,2.00,2.00,1.00,2200.00,0.00,V,1.00,1.00,2,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,2,4,30,6.00,18.00,2.00,2.00,1.00,0.00,0.00,V,1.00,1.00,3,2,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Car,Mastercard/Euroc,1,1
H,1,3,23,192.00,54.00,1.00,2.00,1.00,3300.00,0.00,V,1.00,1.00,3,3,1.00,1600.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards,1,1
H,2,4,23,30.00,24.00,2.00,1.00,1.00,2400.00,0.00,V,1.00,1.00,1,5,1.00,1000.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards,1,1
H,0,2,27,24.00,24.00,2.00,2.00,1.00,1500.00,0.00,V,3.00,1.00,0,6,1.00,500.00,Leisure,Lease,Turkish,Others,Car,no credit cards,0,30
H,0,1,26,0.00,45.00,2.00,1.00,1.00,0.00,0.00,U,1.00,1.00,3,3,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Car,VISA mybank,1,1
H,0,1,25,6.00,54.00,1.00,1.00,1.00,2000.00,0.00,U,1.00,1.00,0,3,1.00,1000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,1,1
H,0,1,23,108.00,6.00,2.00,1.00,1.00,3200.00,0.00,U,1.00,1.00,3,6,1.00,1200.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,1,1
H,2,3,45,30.00,288.00,2.00,2.00,1.00,3200.00,0.00,G,1.00,1.00,1,9,1.00,1500.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards,0,30
H,1,3,39,144.00,18.00,2.00,0.00,0.00,0.00,1.00,V,1.00,1.00,1,0,0.00,500.00,"Furniture,Carpet",Lease,German,Others,Car,Cheque card,0,30
H,0,2,51,264.00,96.00,2.00,2.00,1.00,2900.00,0.00,V,1.00,1.00,3,3,1.00,1500.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards,0,30
H,3,5,38,66.00,54.00,2.00,2.00,1.00,3400.00,0.00,V,3.00,1.00,0,2,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
H,2,4,35,192.00,192.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,1,4,1.00,1100.00,"Dept. Store,Mail",,Turkish,Others,Car,no credit cards,0,30
H,0,1,27,240.00,120.00,2.00,1.00,1.00,0.00,0.00,U,1.00,1.00,3,4,1.00,800.00,"Radio, TV, Hifi",,Turkish,Others,Car,VISA mybank,1,1
H,1,3,23,6.00,27.00,2.00,2.00,1.00,2800.00,0.00,V,1.00,1.00,2,5,1.00,4000.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards,0,30
H,1,2,45,288.00,336.00,1.00,2.00,1.00,3000.00,1.00,G,1.00,1.00,1,4,1.00,1500.00,"Dept. Store,Mail",,German,Others,Car,Cheque card,0,30
H,0,2,41,42.00,120.00,2.00,1.00,1.00,3500.00,1.00,V,1.00,1.00,2,4,1.00,1300.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card,0,30
H,0,1,22,168.00,30.00,2.00,2.00,0.00,0.00,1.00,U,1.00,1.00,2,3,1.00,1300.00,Cars,Lease,German,Others,Car,Cheque card,1,1
H,1,2,32,24.00,60.00,2.00,2.00,1.00,2400.00,0.00,U,3.00,1.00,0,2,1.00,1700.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,0,30
H,1,3,29,18.00,18.00,2.00,2.00,0.00,1700.00,0.00,E,1.00,1.00,2,2,1.00,15000.00,Cars,Lease,German,"Food,Building,Ca",Car and Motor bi,no credit cards,0,30
H,3,4,28,96.00,108.00,2.00,2.00,0.00,4000.00,0.00,U,1.00,1.00,1,5,1.00,1500.00,Leisure,Lease,German,Others,Car,no credit cards,1,1
H,0,2,27,36.00,60.00,2.00,2.00,0.00,2500.00,0.00,V,1.00,1.00,1,4,1.00,1000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards,0,30
H,0,1,22,3.00,18.00,2.00,2.00,0.00,2300.00,0.00,U,1.00,1.00,1,4,1.00,600.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,2,4,34,9.00,18.00,2.00,0.00,1.00,5000.00,0.00,V,1.00,1.00,3,5,1.00,3000.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,no credit cards,0,30
H,0,2,27,18.00,96.00,2.00,2.00,1.00,4000.00,0.00,V,1.00,1.00,2,2,1.00,3000.00,"Radio, TV, Hifi",,German,Military Service,Car,Mastercard/Euroc,0,30
H,0,2,24,120.00,66.00,2.00,2.00,1.00,2500.00,0.00,V,1.00,1.00,1,5,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards,0,30
R,0,2,46,84.00,36.00,2.00,2.00,0.00,2300.00,0.00,V,1.00,1.00,1,4,1.00,1500.00,"Furniture,Carpet",Lease,Spanish/Portugue,Others,Car,no credit cards,1,1
H,2,4,28,84.00,84.00,2.00,2.00,1.00,3200.00,0.00,V,1.00,1.00,1,2,1.00,1400.00,"Radio, TV, Hifi",,German,"Civil Service, M",Car,no credit cards,1,1
H,0,1,26,3.00,48.00,1.00,2.00,0.00,1700.00,0.00,U,1.00,1.00,1,5,1.00,800.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards,1,1
H,2,4,36,108.00,108.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,6,4,1.00,1300.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,Cheque card,1,1
H,0,1,30,18.00,30.00,2.00,1.00,1.00,1900.00,0.00,U,1.00,1.00,2,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
H,1,3,53,264.00,288.00,2.00,2.00,1.00,2500.00,0.00,V,3.00,1.00,0,7,1.00,2000.00,"Furniture,Carpet",Lease,Yugoslav,Others,Car,no credit cards,0,30
H,2,4,45,72.00,72.00,2.00,2.00,0.00,2200.00,0.00,V,1.00,1.00,2,6,1.00,3000.00,"Radio, TV, Hifi",Lease,Greek,"Food,Building,Ca",Car,no credit cards,0,30
H,2,4,28,72.00,15.00,2.00,2.00,1.00,0.00,1.00,V,3.00,1.00,0,3,1.00,900.00,"Radio, TV, Hifi",Lease,German,"Sea Vojage, Gast",Car,Cheque card,0,30
H,0,2,24,24.00,66.00,2.00,1.00,1.00,2700.00,0.00,V,1.00,1.00,2,4,1.00,1500.00,"Radio, TV, Hifi",Lease,Turkish,"State,Steel Ind,",Car,no credit cards,0,30
H,0,2,63,36.00,9.00,2.00,2.00,1.00,1600.00,0.00,V,1.00,1.00,2,5,1.00,1900.00,"Radio, TV, Hifi",Owner,German,Pensioner,Car,no credit cards,0,30
H,0,1,51,66.00,9.00,2.00,2.00,1.00,2800.00,0.00,G,1.00,1.00,3,5,1.00,1700.00,"Dept. Store,Mail",,German,Pensioner,Car,Other credit car,1,1
H,2,4,31,36.00,168.00,2.00,2.00,1.00,3000.00,0.00,V,1.00,1.00,2,4,1.00,8000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Car,no credit cards,0,30
H,0,1,28,66.00,18.00,2.00,2.00,1.00,2500.00,0.00,U,1.00,1.00,2,4,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards,0,30
R,0,1,63,144.00,999.00,2.00,2.00,1.00,2200.00,0.00,G,3.00,1.00,0,4,1.00,4000.00,"Furniture,Carpet",Lease,German,Pensioner,Without Vehicle,no credit cards,0,30
H,2,3,39,15.00,144.00,1.00,1.00,0.00,2900.00,0.00,U,1.00,1.00,1,4,1.00,7000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards,0,30
R,1,2,29,42.00,60.00,2.00,2.00,1.00,1600.00,1.00,U,1.00,1.00,2,4,1.00,2500.00,"Furniture,Carpet",,German,Others,Car,Cheque card,0,30
H,1,3,23,18.00,6.00,2.00,2.00,0.00,2500.00,0.00,V,1.00,1.00,2,5,1.00,3000.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards,1,1
H,0,2,51,48.00,999.00,2.00,2.00,1.00,3500.00,0.00,V,1.00,1.00,2,2,1.00,4000.00,Cars,Lease,German,"Food,Building,Ca",Car and Motor bi,no credit cards,1,1
H,0,1,23,168.00,27.00,2.00,1.00,1.00,0.00,1.00,U,3.00,1.00,0,0,0.00,600.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,Cheque card,1,1
H,1,3,52,120.00,120.00,2.00,2.00,1.00,0.00,1.00,V,1.00,1.00,1,4,1.00,2500.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,Cheque card,0,30
